./lfw/Winona_Ryder/Winona_Ryder_0004.jpg,0
./lfw/Jason_Keep/Jason_Keep_0001.jpg,0
./lfw/Colin_Powell/Colin_Powell_0013.jpg,1
./lfw/Sam_Torrance/Sam_Torrance_0001.jpg,0
./lfw/Tonga/Tonga_0001.jpg,0
./lfw/Azra_Akin/Azra_Akin_0002.jpg,0
./lfw/Makiya_Ali_Hassan/Makiya_Ali_Hassan_0001.jpg,0
./lfw/King_Bhumibol_Adulyadej/King_Bhumibol_Adulyadej_0001.jpg,1
./lfw/Susan_Sarandon/Susan_Sarandon_0001.jpg,0
./lfw/Jennifer_Capriati/Jennifer_Capriati_0031.jpg,0
./lfw/Andre_Agassi/Andre_Agassi_0027.jpg,0
./lfw/Hamid_Karzai/Hamid_Karzai_0005.jpg,0
./lfw/Chen_Tsai-chin/Chen_Tsai-chin_0001.jpg,1
./lfw/Tommy_Franks/Tommy_Franks_0001.jpg,0
./lfw/Tony_Blair/Tony_Blair_0055.jpg,0
./lfw/Jennifer_Aniston/Jennifer_Aniston_0005.jpg,0
./lfw/Jennifer_Capriati/Jennifer_Capriati_0001.jpg,0
./lfw/Vince_Gill/Vince_Gill_0002.jpg,0
./lfw/Paul_Clark/Paul_Clark_0001.jpg,1
./lfw/Denis_Fassou-Nguesso/Denis_Fassou-Nguesso_0001.jpg,0
./lfw/Terry_Semel/Terry_Semel_0001.jpg,1
./lfw/Colin_Powell/Colin_Powell_0006.jpg,1
./lfw/Jesse_Harris/Jesse_Harris_0002.jpg,1
./lfw/Peter_Mugyeni/Peter_Mugyeni_0001.jpg,1
./lfw/Cynthia_Nixon/Cynthia_Nixon_0001.jpg,0
./lfw/George_Robertson/George_Robertson_0007.jpg,0
./lfw/Luiz_Inacio_Lula_da_Silva/Luiz_Inacio_Lula_da_Silva_0047.jpg,0
./lfw/Wayne_Ferreira/Wayne_Ferreira_0004.jpg,0
./lfw/David_Beckham/David_Beckham_0005.jpg,0
./lfw/Ricardo_Lagos/Ricardo_Lagos_0009.jpg,0
./lfw/Kieran_Culkin/Kieran_Culkin_0001.jpg,0
./lfw/Kenneth_Cooper/Kenneth_Cooper_0001.jpg,0
./lfw/Masamori_Tokuyama/Masamori_Tokuyama_0001.jpg,0
./lfw/Marina_Silva/Marina_Silva_0001.jpg,0
./lfw/Tony_Blair/Tony_Blair_0020.jpg,0
./lfw/Ray_Romano/Ray_Romano_0006.jpg,0
./lfw/Yukio_Hatoyama/Yukio_Hatoyama_0001.jpg,0
./lfw/Robert_Redford/Robert_Redford_0006.jpg,1
./lfw/Luiz_Inacio_Lula_da_Silva/Luiz_Inacio_Lula_da_Silva_0026.jpg,0
./lfw/Tang_Jiaxuan/Tang_Jiaxuan_0009.jpg,1
./lfw/Annette_Lu/Annette_Lu_0002.jpg,1
./lfw/Fernando_Vargas/Fernando_Vargas_0003.jpg,1
./lfw/William_Bulger/William_Bulger_0001.jpg,0
./lfw/Augusto_Pinochet/Augusto_Pinochet_0001.jpg,0
./lfw/George_Clooney/George_Clooney_0008.jpg,0
./lfw/Jerry_Regier/Jerry_Regier_0001.jpg,0
./lfw/Tom_Schnackenberg/Tom_Schnackenberg_0001.jpg,0
./lfw/Normand_Legault/Normand_Legault_0001.jpg,0
./lfw/Francisco_Flores/Francisco_Flores_0004.jpg,1
./lfw/Diane_Ladd/Diane_Ladd_0001.jpg,0
./lfw/Sanjay_Gupta/Sanjay_Gupta_0001.jpg,0
./lfw/Karen_Mok/Karen_Mok_0002.jpg,0
./lfw/Tom_Daschle/Tom_Daschle_0016.jpg,0
./lfw/Matt_Doherty/Matt_Doherty_0003.jpg,0
